## File generated by myo_cap software 
## Available from github.com/ddantas/myo_cap 
## Timestamp: 2020-04-30_23-42-57 
##  
## EMG capture settings 
##  
# sampleRate: 2000 
# channelsPerBoard: 4 
# nBoards: 1 
# bitsPerSample: 12 
# ch0;ch1;ch2;ch3
315;264;256;239
223;160;168;174
159;159;141;104
100;126;127;80
126;127;127;127
127;127;112;116
120;127;127;127
84;112;127;119
84;100;127;119
93;84;96;108
118;116;112;100
96;100;92;100
100;111;95;68
80;100;110;111
87;76;96;111
76;72;88;101
111;111;93;80
125;72;72;100
119;95;68;88
119;79;72;76
108;111;111;119
127;127;127;127
127;116;96;100
120;126;127;127
127;127;119;103
88;100;116;100
108;119;119;125
96;84;76;72
108;111;111;84
80;92;104;119
119;119;110;100
116;127;95;80
88;124;111;95
72;80;96;111
119;125;108;108
121;127;127;126
112;120;127;109
80;104;127;119
80;100;127;84
88;104;116;119
111;72;96;124
111;87;78;84
127;64;116;111
111;95;103;111
111;80;96;124
127;125;110;100
108;127;95;80
96;121;121;124
120;127;111;80
88;125;127;84
80;108;111;72
122;95;68;80
125;111;68;104
119;68;80;68
80;84;80;84
95;111;87;72
119;79;64;68
80;80;110;79
64;64;97;111
111;111;85;72
76;119;91;64
80;111;95;64
100;119;119;125
118;108;124;103
95;93;76;96
124;116;96;84
104;116;119;119
116;108;96;92
119;111;79;80
116;119;64;72
96;111;119;111
95;72;96;111
92;110;117;119
118;104;104;119
119;119;127;124
108;116;104;96
108;119;76;68
96;111;68;92
119;85;68;88
119;64;80;100
111;95;68;64
84;111;64;64
84;108;108;80
80;108;95;79
64;72;88;107
111;79;64;64
100;111;111;95
95;109;119;109
103;84;72;96
127;68;96;123
119;116;127;111
76;88;122;127
125;127;111;80
100;108;112;127
80;84;96;117
127;87;72;80
113;69;68;80
100;95;64;92
96;104;119;95
64;88;111;95
64;80;108;111
68;96;111;71
64;84;102;119
111;93;68;72
119;95;68;80
96;111;111;95
95;76;80;104
119;119;111;103
111;76;72;96
121;111;95;72
96;117;119;92
80;116;119;68
96;111;72;76
110;87;64;100
119;64;84;101
102;111;119;85
72;64;80;111
64;80;111;95
87;64;76;76
84;103;100;111
111;64;88;111
95;64;76;96
111;111;119;127
84;88;108;127
111;78;80;96
119;119;125;127
111;80;100;127
119;95;88;127
127;127;103;84
108;127;111;103
80;100;127;95
80;104;104;100
92;92;72;64
68;76;94;109
111;108;72;64
64;88;111;60
64;80;103;109
95;64;80;92
109;111;71;72
92;100;104;100
84;92;111;111
111;77;68;96
111;111;111;111
111;76;80;80
104;127;111;72
100;111;76;80
100;119;68;80
100;109;111;93
68;64;64;76
103;87;64;84
92;111;75;64
96;79;64;76
88;100;100;103
100;111;111;111
95;87;76;68
84;100;111;64
88;111;111;119
119;87;80;96
116;127;118;100
96;108;119;79
80;88;96;111
95;72;96;111
84;84;68;68
88;84;72;80
84;105;111;79
64;84;111;52
92;108;111;111
87;68;72;111
93;64;84;111
95;69;64;80
108;95;87;64
72;84;96;111
111;64;80;111
70;64;72;80
84;111;95;93
69;64;68;84
94;95;68;64
72;100;100;92
88;111;95;79
64;68;72;109
111;64;76;76
92;100;92;106
100;96;88;80
92;111;95;64
84;111;95;64
84;111;108;104
80;68;72;88
111;64;64;76
100;111;111;111
111;111;85;72
108;125;103;95
72;127;95;72
84;116;127;68
88;127;127;111
72;96;127;86
72;96;116;87
80;119;103;72
96;95;64;100
111;76;68;72
96;119;111;70
84;119;111;111
95;76;72;119
95;72;111;111
93;68;80;100
109;119;95;68
88;119;119;127
127;103;95;80
72;104;111;68
96;119;95;68
80;96;100;109
119;119;111;111
87;96;127;95
80;104;126;127
127;111;95;84
108;111;72;96
119;111;87;80
122;127;119;89
80;96;127;76
84;127;111;72
100;127;119;95
80;104;108;127
109;72;96;117
116;127;127;111
95;80;100;112
118;127;103;80
80;96;110;127
111;91;80;120
95;72;104;125
125;119;103;72
88;92;100;110
119;127;127;127
127;93;84;104
127;127;92;84
100;127;78;80
122;78;80;108
108;104;100;92
104;119;111;95
72;72;92;119
111;119;127;111
80;88;96;116
125;107;76;84
108;127;95;72
110;127;95;68
100;111;76;72
108;119;111;100
125;93;72;100
104;111;119;125
117;127;95;80
127;111;72;88
127;68;92;119
111;119;108;104
96;104;127;111
81;72;96;111
104;96;72;80
92;119;111;64
88;111;64;80
119;111;64;88
111;111;95;64
114;87;77;64
80;88;119;95
64;80;108;106
96;119;111;119
119;124;127;127
111;96;127;119
92;111;127;127
127;127;126;127
127;88;96;108
108;116;127;82
96;127;127;111
95;80;104;127
127;127;103;80
100;126;127;93
80;108;119;127
80;88;117;111
72;88;100;92
84;80;100;111
111;119;95;79
72;88;111;111
119;127;111;76
88;100;116;100
84;84;92;111
119;111;87;76
72;88;111;79
64;88;96;108
92;111;95;64
96;111;95;64
80;96;88;88
100;92;102;111
95;79;68;84
92;94;111;95
95;78;72;64
80;80;92;111
111;111;104;96
119;117;125;119
84;80;100;116
96;88;108;119
95;111;93;72
108;93;72;92
96;109;119;95
95;72;104;111
77;68;80;116
95;76;68;88
111;119;119;119
127;111;84;80
100;127;127;126
124;126;120;116
108;127;84;96
127;84;80;104
118;125;127;127
120;127;127;80
108;111;76;96
127;72;88;116
125;127;127;127
112;104;100;118
127;121;118;127
127;108;80;96
119;127;76;100
127;84;72;108
127;127;127;127
95;80;100;127
111;80;96;104
108;96;92;125
95;72;68;68
95;111;84;84
102;111;119;87
68;88;119;87
80;125;95;64
100;119;119;123
125;127;111;80
108;116;127;127
127;112;108;124
124;112;100;92
80;92;96;84
84;111;64;68
100;109;111;95
64;84;119;87
72;110;95;64
100;111;95;64
88;104;92;84
76;80;111;111
111;108;96;88
96;111;119;119
116;113;96;96
104;96;96;117
111;111;93;76
96;125;95;68
96;91;72;100
119;78;68;88
104;111;76;64
92;111;111;103
87;72;92;111
111;125;109;68
108;127;95;72
100;119;125;127
127;127;127;127
127;127;103;84
104;127;127;111
93;80;88;88
80;84;88;108
111;68;80;88
84;102;111;95
68;68;92;119
79;64;84;111
111;64;64;80
100;103;111;79
64;76;88;80
92;95;64;76
105;79;64;111
95;87;68;64
108;111;95;64
104;111;111;111
103;80;108;111
68;88;100;100
100;88;76;80
84;100;111;95
111;119;108;110
96;100;100;96
96;111;95;79
76;110;95;64
76;88;111;95
64;100;111;111
95;72;88;111
119;119;95;68
80;104;111;79
68;104;119;111
85;68;88;111
119;117;116;127
124;127;95;84
121;119;76;84
104;87;72;64
88;111;95;111
119;124;108;96
100;127;95;76
72;96;100;118
119;111;89;76
80;96;125;95
84;119;124;127
111;119;125;127
84;100;120;127
127;127;127;127
127;127;103;84
96;112;127;92
96;127;93;80
96;112;118;127
111;84;80;100
124;127;127;118
104;104;112;100
96;100;100;127
95;95;72;80
110;119;77;84
108;117;110;108
100;84;80;96
119;95;93;64
96;119;95;64
84;92;111;111
111;76;84;104
104;111;111;76
80;92;104;117
111;111;111;107
84;80;88;127
119;119;127;124
127;127;127;127
127;127;127;119
88;116;143;111
84;80;96;117
127;95;72;84
100;110;119;119
127;95;76;80
112;111;72;84
121;119;83;80
104;127;76;80
104;116;119;127
84;84;110;95
68;88;110;79
80;111;119;95
72;72;92;100
88;84;76;76
103;94;72;76
80;95;95;103
111;87;68;64
84;100;100;96
100;100;80;84
104;109;110;111
92;64;72;88
100;102;108;100
92;102;111;95
64;80;96;111
111;119;113;104
80;76;96;110
111;95;64;80
100;111;64;84
105;103;111;119
119;92;72;68
88;96;108;95
72;119;111;95
68;88;119;119
109;95;72;80
100;96;72;84
104;104;108;111
111;88;80;72
80;108;111;72
72;116;95;64
80;111;111;119
111;72;80;104
100;84;96;111
104;111;111;111
92;100;110;110
96;108;111;123
111;68;80;92
119;64;84;119
64;96;119;111
111;127;108;96
100;100;111;125
127;95;82;80
127;95;72;88
100;96;80;80
92;111;64;64
92;111;95;71
68;96;94;92
108;95;64;72
92;87;64;72
108;64;64;109
111;111;117;119
119;95;80;96
108;127;127;127
127;127;127;111
80;127;107;80
112;127;127;103
80;112;127;119
87;80;88;116
127;111;103;111
101;80;80;108
127;125;100;84
84;116;127;109
80;127;93;80
84;96;116;119
76;88;111;119
125;95;72;100
108;110;100;88
96;108;117;119
119;119;100;96
104;119;117;118
127;116;108;121
127;111;76;100
127;111;76;92
127;84;72;80
88;92;111;119
95;64;72;96
108;119;77;72
92;111;111;119
95;72;64;88
127;64;102;111
64;96;117;119
111;119;127;91
72;108;127;84
88;108;116;127
111;119;76;96
120;111;95;72
96;125;117;108
96;116;119;95
88;127;95;72
92;124;127;82
96;127;111;72
96;127;127;95
80;116;127;125
116;108;104;112
108;118;127;93
76;104;127;127
76;80;92;104
116;109;78;68
100;108;100;92
111;87;68;100
111;119;119;116
