## File generated by myo_cap software 
## Available from github.com/ddantas/myo_cap 
## Timestamp: 2019-12-26_09-38-02 
##  
## EMG capture settings 
##  
# sampleRate: 2000 
# channelsPerBoard: 4 
# nBoards: 1 
# bitsPerSample: 12 
# ch1;ch2;ch3;ch4
3311;-3900;-3900;3311
182;166;150;140
124;124;116;116
116;116;116;108
110;108;108;108
102;102;96;100
94;92;94;86
94;86;86;87
84;84;84;84
79;78;78;76
76;70;72;71
68;76;68;68
68;68;68;64
68;68;64;64
60;68;60;64
64;60;64;60
64;60;64;62
60;64;54;60
60;56;60;52
60;54;56;56
52;60;52;56
56;60;60;54
64;60;64;62
60;64;60;64
60;64;64;60
68;60;64;64
64;68;64;64
69;64;68;64
68;70;68;68
68;68;68;68
68;68;68;68
76;68;68;71
68;76;68;76
70;70;72;70
72;68;68;70
70;70;70;68
71;68;72;68
70;70;68;70
68;68;68;68
70;64;68;68
68;64;64;68
68;68;68;64
64;64;68;62
68;68;60;64
60;64;56;60
64;54;60;60
54;60;54;60
54;54;55;52
54;54;52;55
52;54;52;52
52;52;54;46
52;52;52;54
52;54;48;54
55;52;54;52
54;54;52;54
54;60;55;56
60;54;60;56
60;60;56;64
60;64;60;60
68;60;64;64
64;68;64;68
64;68;68;64
70;64;68;68
68;68;64;68
64;70;68;68
71;68;68;64
70;70;68;70
68;68;70;68
76;68;68;68
68;76;68;70
70;68;68;68
76;70;70;71
68;71;64;68
68;68;68;64
68;64;68;64
64;68;64;64
64;60;64;64
68;60;64;64
60;64;56;64
60;54;60;52
60;52;54;55
54;60;52;54
54;54;60;54
60;54;52;54
52;54;46;54
52;52;56;48
52;48;52;54
52;54;52;52
52;52;55;52
60;54;56;60
52;60;54;60
60;54;60;54
62;60;60;64
64;64;64;68
64;64;68;64
68;68;68;70
68;70;68;68
70;68;70;68
68;68;68;70
68;70;68;70
76;68;70;71
71;76;68;70
70;76;70;68
76;68;72;70
68;71;68;70
70;68;68;64
70;68;68;64
64;68;64;64
64;64;64;64
64;62;64;64
64;64;56;64
62;60;64;56
64;62;52;60
60;60;55;54
60;54;60;54
55;60;54;54
55;52;54;52
60;52;52;56
52;54;52;54
56;52;56;52
52;54;52;60
56;54;52;54
60;54;60;54
54;60;54;60
56;60;60;60
64;60;60;60
