## File generated by myo_cap software
## Available from github.com/ddantas/myo_cap
## Timestamp: 2018-05-23_20-57-32
##
## EMG capture settings##
# sampleRate: 2000.0
# channelsPerBoard: 4.0
# nBoards: 1.0
# bitsPerSample: 12.0
##
## Data
## t; ch0; ch1; ch2; ch3
0.0; 0.0; 0.0; 0.0
12.0; 1.0; 0.0; 0.0
35.0; 29.0; 27.0; 26.0
79.0; 106.0; 127.0; 135.0
142.0; 181.0; 193.0; 208.0
208.0; 265.0; 265.0; 257.0
249.0; 327.0; 311.0; 279.0
223.0; 306.0; 272.0; 260.0
160.0; 245.0; 246.0; 240.0
59.0; 129.0; 141.0; 128.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
13.0; 0.0; 0.0; 0.0
21.0; 8.0; 1.0; 0.0
52.0; 58.0; 66.0; 86.0
105.0; 127.0; 130.0; 139.0
169.0; 2.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
1.0; 0.0; 0.0; 0.0
16.0; 2.0; 0.0; 0.0
38.0; 32.0; 32.0; 31.0
87.0; 119.0; 131.0; 125.0
137.0; 181.0; 190.0; 202.0
215.0; 274.0; 255.0; 255.0
251.0; 328.0; 312.0; 279.0
228.0; 312.0; 281.0; 251.0
159.0; 241.0; 255.0; 247.0
63.0; 134.0; 131.0; 134.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
1.0; 0.0; 0.0; 0.0
9.0; 0.0; 0.0; 0.0
22.0; 13.0; 5.0; 1.0
54.0; 63.0; 74.0; 99.0
111.0; 139.0; 136.0; 131.0
171.0; 218.0; 248.0; 248.0
242.0; 299.0; 283.0; 259.0
256.0; 318.0; 300.0; 262.0
206.0; 270.0; 261.0; 248.0
135.0; 192.0; 208.0; 226.0
21.0; 58.0; 91.0; 129.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
1.0; 0.0; 0.0; 0.0
16.0; 2.0; 0.0; 0.0
36.0; 30.0; 26.0; 30.0
80.0; 106.0; 127.0; 130.0
135.0; 165.0; 170.0; 163.0
203.0; 258.0; 250.0; 245.0
251.0; 316.0; 292.0; 263.0
247.0; 302.0; 266.0; 253.0
181.0; 250.0; 261.0; 247.0
82.0; 139.0; 133.0; 131.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
0.0; 0.0; 0.0; 0.0
2.0; 0.0; 0.0; 0.0
20.0; 6.0; 1.0; 0.0
38.0; 40.0; 40.0; 43.0
92.0; 127.0; 131.0; 132.0
147.0; 196.0; 210.0; 240.0
221.0; 294.0; 261.0; 258.0
250.0; 315.0; 289.0; 256.0
219.0; 290.0; 261.0; 251.0
158.0; 229.0; 248.0; 248.0
51.0; 121.0; 136.0; 126.0
0.0; 0.0; 0.0; 0.0
