## File generated by myo_cap software 
## Available from github.com/ddantas/myo_cap 
## Timestamp: 2020-01-22_14-04-53 
##  
## EMG capture settings 
##  
# sampleRate: 2000 
# channelsPerBoard: 4 
# nBoards: 1 
# bitsPerSample: 12 
# ch1;ch2;ch3;ch4
3311;-3900;-3900;3311
3504;3762;3942;4054
4095;4048;3916;3711
3429;3143;2820;2466
2092;1723;1361;1035
723;469;241;84
6;15;105;275
522;804;1115;1448
1828;2193;2464;2734
3006;3261;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3763;3951;4063
4094;4036;3895;3677
3388;3090;2756;2408
2033;1674;1328;994
685;434;225;77
5;18;111;282
534;845;1156;1495
1869;2237;2505;2771
3034;3266;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3762;3942;4054
4095;4048;3916;3711
3429;3143;2820;2466
2092;1723;1361;1035
723;469;241;84
6;15;105;275
522;804;1115;1448
1828;2193;2464;2734
3006;3261;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3763;3951;4063
4094;4036;3895;3677
3388;3090;2756;2408
2033;1674;1328;994
685;434;225;77
5;18;111;282
534;845;1156;1495
1869;2237;2505;2771
3034;3266;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3762;3942;4054
4095;4048;3916;3711
3429;3143;2820;2466
2092;1723;1361;1035
723;469;241;84
6;15;105;275
522;804;1115;1448
1828;2193;2464;2734
3006;3261;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3763;3951;4063
4094;4036;3895;3677
3388;3090;2756;2408
2033;1674;1328;994
685;434;225;77
5;18;111;282
534;845;1156;1495
1869;2237;2505;2771
3034;3266;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3762;3942;4054
4095;4048;3916;3711
3429;3143;2820;2466
2092;1723;1361;1035
723;469;241;84
6;15;105;275
522;804;1115;1448
1828;2193;2464;2734
3006;3261;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3763;3951;4063
4094;4036;3895;3677
3388;3090;2756;2408
2033;1674;1328;994
685;434;225;77
5;18;111;282
534;845;1156;1495
1869;2237;2505;2771
3034;3266;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3762;3942;4054
4095;4048;3916;3711
3429;3143;2820;2466
2092;1723;1361;1035
723;469;241;84
6;15;105;275
522;804;1115;1448
1828;2193;2464;2734
3006;3261;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3763;3951;4063
4094;4036;3895;3677
3388;3090;2756;2408
2033;1674;1328;994
685;434;225;77
5;18;111;282
534;845;1156;1495
1869;2237;2505;2771
3034;3266;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3762;3942;4054
4095;4048;3916;3711
3429;3143;2820;2466
2092;1723;1361;1035
723;469;241;84
6;15;105;275
522;804;1115;1448
1828;2193;2464;2734
3006;3261;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3763;3951;4063
4094;4036;3895;3677
3388;3090;2756;2408
2033;1674;1328;994
685;434;225;77
5;18;111;282
534;845;1156;1495
1869;2237;2505;2771
3034;3266;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3762;3942;4054
4095;4048;3916;3711
3429;3143;2820;2466
2092;1723;1361;1035
723;469;241;84
6;15;105;275
522;804;1115;1448
1828;2193;2464;2734
3006;3261;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3763;3951;4063
4094;4036;3895;3677
3388;3090;2756;2408
2033;1674;1328;994
685;434;225;77
5;18;111;282
534;845;1156;1495
1869;2237;2505;2771
3034;3266;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3762;3942;4054
4095;4048;3916;3711
3429;3143;2820;2466
2092;1723;1361;1035
723;469;241;84
6;15;105;275
522;804;1115;1448
1828;2193;2464;2734
3006;3261;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3763;3951;4063
4094;4036;3895;3677
3388;3090;2756;2408
2033;1674;1328;994
685;434;225;77
5;18;111;282
534;845;1156;1495
1869;2237;2505;2771
3034;3266;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3762;3942;4054
4095;4048;3916;3711
3429;3143;2820;2466
2092;1723;1361;1035
723;469;241;84
6;15;105;275
522;804;1115;1448
1828;2193;2464;2734
3006;3261;3504;3763
3957;4066;4094;4037
3907;3699;3424;3134
2789;2440;2081;1724
1347;1017;716;463
230;79;7;13
105;261;494;786
1108;1451;1807;2178
2473;2742;2989;3261
3504;3763;3951;4063
4094;4036;3895;3677
3388;3090;2756;2408
