## File generated by myo_cap software 
## Available from github.com/ddantas/myo_cap 
## Timestamp: 2019-02-04_16-20-21 
##  
## EMG capture settings 
##  
# sampleRate: 2000 
# channelsPerBoard: 4 
# nBoards: 1 
# bitsPerSample: 12 
# ch/%d;%d;%d;%d;lp/%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;90;98;98;89;88;88;91;96;96;95;95;95;94;94;94;
0;0;0;0;88;97;97;90;89;89;89;95;95;92;94;94;92;91;91;
0;0;0;0;88;97;97;90;89;89;89;95;95;92;94;94;92;91;91;
0;0;0;0;88;97;97;90;89;89;89;95;95;92;94;94;92;91;91;
0;0;0;0;88;97;97;90;89;89;89;95;95;92;94;94;92;91;91;
0;0;0;0;88;97;97;90;89;89;89;95;95;92;94;94;92;91;91;
0;0;0;0;88;97;97;90;89;89;89;95;95;92;94;94;92;91;91;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;87;96;96;93;92;92;84;95;95;89;93;93;89;89;89;
0;0;0;0;90;94;94;94;94;94;65;90;90;81;89;89;83;85;85;
0;0;0;0;90;94;94;94;94;94;65;90;90;81;89;89;83;85;85;
0;0;0;0;90;94;94;94;94;94;65;90;90;81;89;89;83;85;85;
0;0;0;0;90;94;94;94;94;94;65;90;90;81;89;89;83;85;85;
0;0;0;0;90;94;94;94;94;94;65;90;90;81;89;89;83;85;85;
0;0;0;0;90;94;94;94;94;94;65;90;90;81;89;89;83;85;85;
0;0;0;0;90;94;94;94;94;94;65;90;90;81;89;89;83;85;85;
0;0;0;0;90;94;94;94;94;94;65;90;90;81;89;89;83;85;85;
0;0;0;0;90;94;94;94;94;94;65;90;90;81;89;89;83;85;85;
0;0;0;0;89;92;92;88;91;91;47;76;76;72;83;83;77;81;81;
0;0;0;0;90;92;92;77;87;87;43;73;73;68;80;80;77;80;80;
0;0;0;0;91;93;93;58;78;78;38;67;67;59;76;76;78;81;81;
0;0;0;0;91;93;93;58;78;78;38;67;67;59;76;76;78;81;81;
0;0;0;0;91;93;93;58;78;78;38;67;67;59;76;76;78;81;81;
0;0;0;0;91;93;93;58;78;78;38;67;67;59;76;76;78;81;81;
0;0;0;0;91;93;93;58;78;78;38;67;67;59;76;76;78;81;81;
0;0;0;0;91;93;93;58;78;78;38;67;67;59;76;76;78;81;81;
0;0;0;0;91;93;93;58;78;78;38;67;67;59;76;76;78;81;81;
0;0;0;0;91;93;93;58;78;78;38;67;67;59;76;76;78;81;81;
0;0;0;0;91;93;93;58;78;78;38;67;67;59;76;76;78;81;81;
0;0;0;0;91;93;93;58;78;78;38;67;67;59;76;76;78;81;81;
0;0;0;0;91;93;93;58;78;78;38;67;67;59;76;76;78;81;81;
0;0;0;0;91;93;93;58;78;78;38;67;67;59;76;76;78;81;81;
0;0;0;0;91;93;93;58;78;78;38;67;67;59;76;76;78;81;81;
0;0;0;0;91;93;93;58;78;78;38;67;67;59;76;76;78;81;81;
0;0;0;0;93;95;95;44;71;71;38;65;65;51;73;73;81;83;83;
0;0;0;0;94;95;95;43;70;70;38;65;65;52;73;73;82;84;84;
0;0;0;0;95;96;96;42;69;69;41;67;67;52;74;74;84;86;86;
0;0;0;0;95;96;96;42;69;69;41;67;67;52;74;74;84;86;86;
0;0;0;0;95;96;96;42;69;69;41;67;67;52;74;74;84;86;86;
0;0;0;0;95;96;96;42;69;69;41;67;67;52;74;74;84;86;86;
0;0;0;0;95;96;96;42;69;69;41;67;67;52;74;74;84;86;86;
0;0;0;0;95;96;96;42;69;69;41;67;67;52;74;74;84;86;86;
0;0;0;0;95;96;96;42;69;69;41;67;67;52;74;74;84;86;86;
0;0;0;0;95;96;96;42;69;69;41;67;67;52;74;74;84;86;86;
0;0;0;0;95;96;96;42;69;69;41;67;67;52;74;74;84;86;86;
0;0;0;0;95;96;96;42;69;69;41;67;67;52;74;74;84;86;86;
0;0;0;0;95;96;96;42;69;69;41;67;67;52;74;74;84;86;86;
0;0;0;0;95;96;96;42;69;69;41;67;67;52;74;74;84;86;86;
0;0;0;0;95;96;96;42;69;69;41;67;67;52;74;74;84;86;86;
0;0;0;0;95;96;96;42;69;69;41;67;67;52;74;74;84;86;86;
0;0;0;0;96;97;97;46;72;72;46;71;71;55;77;77;87;89;89;
0;0;0;0;96;97;97;47;72;72;47;72;72;56;77;77;88;90;90;
0;0;0;0;96;97;97;47;72;72;47;72;72;56;77;77;88;90;90;
0;0;0;0;96;97;97;47;72;72;47;72;72;56;77;77;88;90;90;
0;0;0;0;96;97;97;47;72;72;47;72;72;56;77;77;88;90;90;
0;0;0;0;96;97;97;47;72;72;47;72;72;56;77;77;88;90;90;
0;0;0;0;96;97;97;47;72;72;47;72;72;56;77;77;88;90;90;
0;0;0;0;97;98;98;48;73;73;50;74;74;57;78;78;89;92;92;
0;0;0;0;97;98;98;49;73;73;50;74;74;58;78;78;89;93;93;
0;0;0;0;97;98;98;49;73;73;50;74;74;58;78;78;89;93;93;
0;0;0;0;97;98;98;49;73;73;50;74;74;58;78;78;89;93;93;
0;0;0;0;97;98;98;49;73;73;51;74;74;58;79;79;88;93;93;
0;0;0;0;97;98;98;49;74;74;51;74;74;58;78;78;88;94;94;
0;0;0;0;97;98;98;49;74;74;51;74;74;58;78;78;88;94;94;
0;0;0;0;97;98;98;49;74;74;51;74;74;58;78;78;88;94;94;
0;0;0;0;97;98;98;49;74;74;51;74;74;58;78;78;88;94;94;
0;0;0;0;97;98;98;49;74;74;51;74;74;58;78;78;88;94;94;
0;0;0;0;97;98;98;49;74;74;51;74;74;58;78;78;88;94;94;
0;0;0;0;97;98;98;49;74;74;51;74;74;58;78;78;88;94;94;
0;0;0;0;97;98;98;49;74;74;51;74;74;58;78;78;88;94;94;
0;0;0;0;97;98;98;49;74;74;51;74;74;58;78;78;88;94;94;
0;0;0;0;98;98;98;52;75;75;51;74;74;56;77;77;87;95;95;
0;0;0;0;98;98;98;52;75;75;51;74;74;56;77;77;87;95;95;
0;0;0;0;98;98;98;52;75;75;52;74;74;56;77;77;85;95;95;
0;0;0;0;97;99;99;51;73;73;48;70;70;53;75;75;71;88;88;
0;0;0;0;97;99;99;51;73;73;48;70;70;53;75;75;71;88;88;
0;0;0;0;97;99;99;51;73;73;48;70;70;53;75;75;71;88;88;
