## File generated by myo_cap software
## Available from github.com/ddantas/myo_cap
## Timestamp: 2018-05-23_20-57-32
##
## EMG capture settings##
# sampleRate: 2000.0
# channelsPerBoard: 4.0
# nBoards: 1.0
# bitsPerSample: 12.0
##
## Data
## t; ch0; ch1; ch2; ch3
6
103;134;130;130
106;138;127;134
107;134;134;133
103;129;125;135
94;132;126;129
106;137;129;130
96;126;136;122
101;134;133;132
101;135;137;135
98;130;129;133
104;135;136;133
100;129;128;132
105;138;128;128
108;135;137;128
100;130;124;134
107;138;131;130
109;135;135;136
104;127;127;129
109;133;129;130
111;141;128;132
106;130;128;122
108;134;135;122
105;132;135;135
104;132;134;132
97;131;125;132
102;133;133;133
103;134;133;131
103;137;134;136
100;127;131;126
102;130;133;132
103;134;135;133
108;132;137;132
110;132;135;133
109;133;136;135
103;135;130;133
100;131;131;128
105;132;134;139
101;130;125;135
104;138;133;132
106;133;137;132
102;133;122;128
108;139;131;131
110;136;130;137
108;137;137;134
104;128;132;130
104;134;132;122
102;131;138;133
110;133;135;135
109;132;132;133
106;130;126;134
104;134;133;130
109;134;137;135
110;134;134;135
109;133;133;132
104;127;132;130
102;131;127;128
109;137;130;134
107;134;135;133
104;127;135;127
101;132;126;127
107;136;137;134
101;127;132;127
106;133;134;130
105;140;132;133
109;136;128;134
103;128;132;126
105;130;133;133
104;134;137;131
100;133;133;128
104;134;129;130
102;132;131;134
103;134;131;132
98;128;135;127
104;133;127;130
103;137;137;133
108;135;131;133
107;135;135;133
101;127;132;127
105;131;130;132
104;139;130;127
107;132;139;137
105;131;138;131
103;133;137;131
107;135;136;133
105;133;135;131
103;132;129;133
108;140;131;136
103;129;132;135
100;130;129;130
103;135;137;132
100;130;130;133
108;137;130;133
107;134;138;135
101;130;126;129
106;136;128;136
101;127;130;128
107;133;128;131
107;139;127;136
110;138;128;130
103;128;130;126
106;130;133;135
107;132;133;130
109;140;126;134
109;135;138;132
109;137;129;130
106;137;132;138
101;127;130;124
105;136;126;134
104;138;130;130
104;134;136;132
99;132;125;134
102;136;134;131
97;129;131;136
98;130;131;133
102;134;135;132
94;131;124;133
102;132;133;135
103;131;127;125
103;129;127;129
103;132;134;127
104;133;131;130
107;141;128;138
108;139;128;133
109;138;127;135
106;137;136;132
108;134;135;127
109;133;133;127
108;134;134;132
107;134;134;130
104;127;137;127
105;131;133;135
102;131;124;129
104;136;132;138
108;136;131;132
108;136;135;131
106;127;133;127
107;134;136;126
107;133;137;131
100;129;121;132
106;136;135;128
107;135;133;134
103;130;126;133
109;138;126;139
108;137;134;131
111;139;127;134
107;136;133;135
104;127;129;130
103;130;123;130
105;137;134;131
107;134;132;139
103;129;126;130
107;140;130;132
104;137;135;132
105;129;130;128
103;132;128;134
101;132;130;129
99;129;124;133
102;136;136;129
103;133;133;134
106;133;133;131
104;140;127;135
100;129;130;127
104;132;126;135
107;138;131;134
106;136;133;136
103;126;127;129
106;132;128;131
106;139;131;135
108;135;138;130
108;135;138;135
100;127;135;128
103;131;133;124
104;135;134;134
101;132;122;136
108;139;129;131
110;134;137;137
105;128;130;131
104;127;131;128
101;130;129;130
107;138;127;137
107;135;134;136
103;133;141;133
104;131;140;128
107;139;132;136
108;135;134;132
103;133;139;136
103;133;136;131
107;140;129;127
113;139;131;133
106;130;128;133
106;131;126;131
107;141;128;131
103;130;136;131
100;132;129;129
106;137;130;131
103;128;131;127
106;134;131;129
105;138;127;132
106;135;135;131
99;129;129;129
105;134;136;132
101;126;134;127
103;131;129;129
103;136;137;130
110;134;139;129
103;127;132;128
108;131;137;138
110;132;135;135
105;131;127;130
102;133;134;129
102;128;129;130
109;138;130;131
108;137;139;127
109;135;134;134
107;134;134;127
102;129;130;132
108;140;132;134
103;130;130;127
109;133;133;136
109;133;134;133
110;133;135;130
103;126;133;128
108;130;133;130
110;131;136;139
112;134;136;132
113;128;136;133
109;134;135;132
110;134;136;131
110;135;137;133
109;136;140;128
101;127;132;127
106;132;128;133
106;138;128;134
109;135;135;131
110;135;137;127
103;128;132;126
109;134;129;125
109;142;130;127
109;139;128;133
108;137;131;131
108;137;140;130
108;138;132;131
110;136;129;138
109;136;127;128
110;135;139;133
111;135;134;136
110;135;134;136
106;128;127;128
102;129;124;129
109;139;131;130
108;136;138;127
108;135;135;136
109;134;131;131
109;134;135;130
109;134;135;129
