## File generated by myo_cap software 
## Available from github.com/ddantas/myo_cap 
## Timestamp: 2019-02-04_16-31-37 
##  
## EMG capture settings 
##  
# sampleRate: 2000 
# channelsPerBoard: 4 
# nBoards: 1 
# bitsPerSample: 12 
# ch/%d;%d;%d;%d;lp/%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;
0;0;0;0;47;84;84;9;25;25;16;35;35;22;42;42;29;52;52;
0;0;0;0;46;84;84;10;26;26;17;36;36;23;44;44;31;55;55;
0;0;0;0;46;84;84;10;26;26;17;36;36;23;44;44;31;55;55;
0;0;0;0;44;83;83;11;30;30;19;40;40;25;47;47;35;59;59;
0;0;0;0;44;83;83;11;30;30;19;40;40;25;47;47;35;59;59;
0;0;0;0;44;83;83;11;30;30;19;40;40;25;47;47;35;59;59;
0;0;0;0;44;83;83;11;30;30;19;40;40;25;47;47;35;59;59;
0;0;0;0;44;83;83;11;30;30;19;40;40;25;47;47;35;59;59;
0;0;0;0;44;83;83;11;30;30;19;40;40;25;47;47;35;59;59;
0;0;0;0;44;83;83;11;30;30;19;40;40;25;47;47;35;59;59;
0;0;0;0;44;83;83;11;30;30;19;40;40;25;47;47;35;59;59;
0;0;0;0;44;83;83;11;30;30;19;40;40;25;47;47;35;59;59;
0;0;0;0;44;83;83;11;30;30;19;40;40;25;47;47;35;59;59;
0;0;0;0;44;83;83;11;30;30;19;40;40;25;47;47;35;59;59;
0;0;0;0;44;83;83;11;30;30;19;40;40;25;47;47;35;59;59;
0;0;0;0;44;83;83;11;30;30;19;40;40;25;47;47;35;59;59;
0;0;0;0;44;83;83;11;30;30;19;40;40;25;47;47;35;59;59;
0;0;0;0;41;82;82;13;34;34;21;44;44;27;51;51;37;62;62;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
0;0;0;0;39;82;82;15;36;36;23;46;46;28;52;52;38;63;63;
