## File generated by myo_cap software 
## Available from github.com/ddantas/myo_cap 
## Timestamp: 2019-02-04_16-34-45 
##  
## EMG capture settings 
##  
# sampleRate: 2000 
# channelsPerBoard: 4 
# nBoards: 1 
# bitsPerSample: 12 
# ch/%d;%d;%d;%d;lp/%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;95;95;95;72;86;86;76;86;86;48;72;72;52;70;70;
0;0;0;0;96;96;96;75;87;87;78;86;86;52;75;75;58;74;74;
0;0;0;0;96;96;96;75;87;87;78;86;86;52;75;75;58;74;74;
0;0;0;0;96;96;96;75;87;87;78;86;86;52;75;75;58;74;74;
0;0;0;0;96;96;96;75;87;87;78;86;86;52;75;75;58;74;74;
0;0;0;0;96;96;96;75;87;87;78;86;86;52;75;75;58;74;74;
0;0;0;0;96;96;96;75;87;87;78;86;86;52;75;75;58;74;74;
0;0;0;0;96;96;96;75;87;87;78;86;86;52;75;75;58;74;74;
0;0;0;0;96;96;96;75;87;87;78;86;86;52;75;75;58;74;74;
0;0;0;0;96;96;96;75;87;87;78;86;86;52;75;75;58;74;74;
0;0;0;0;96;96;96;75;87;87;78;86;86;52;75;75;58;74;74;
0;0;0;0;96;96;96;75;87;87;78;86;86;52;75;75;58;74;74;
0;0;0;0;96;96;96;75;87;87;78;86;86;52;75;75;58;74;74;
0;0;0;0;96;96;96;75;87;87;78;86;86;52;75;75;58;74;74;
0;0;0;0;96;96;96;75;87;87;78;86;86;52;75;75;58;74;74;
0;0;0;0;96;96;96;75;87;87;78;86;86;52;75;75;58;74;74;
0;0;0;0;96;96;96;76;88;88;79;86;86;57;77;77;63;76;76;
0;0;0;0;96;96;96;76;88;88;79;86;86;57;77;77;63;76;76;
0;0;0;0;96;96;96;76;88;88;79;86;86;57;77;77;63;76;76;
0;0;0;0;96;96;96;76;88;88;79;86;86;57;77;77;63;76;76;
0;0;0;0;96;96;96;76;88;88;79;86;86;57;77;77;63;76;76;
0;0;0;0;96;96;96;76;88;88;79;86;86;57;77;77;63;76;76;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
0;0;0;0;96;96;96;78;88;88;81;85;85;63;80;80;69;79;79;
