## File generated by myo_cap software 
## Available from github.com/ddantas/myo_cap 
## Timestamp: 2020-05-01_00-46-03 
##  
## EMG capture settings 
##  
# sampleRate: 2000 
# channelsPerBoard: 4 
# nBoards: 1 
# bitsPerSample: 12 
# ch0;ch1;ch2;ch3
292;260;254;212
192;168;148;132
128;143;127;127
127;124;124;133
127;111;80;84
96;104;96;80
76;80;76;92
111;95;70;64
84;98;102;108
111;111;119;119
119;111;124;108
96;88;100;100
88;84;76;76
88;92;98;105
102;102;92;72
68;76;109;95
64;64;68;84
95;92;109;111
111;100;84;92
111;111;72;68
108;111;106;92
92;96;111;111
119;86;72;88
102;102;100;88
72;80;94;95
64;88;111;87
72;68;88;102
88;76;64;68
92;79;52;64
76;92;88;84
92;92;84;68
64;64;64;76
95;63;48;68
86;94;88;76
72;76;80;72
68;76;95;79
79;87;95;94
80;72;64;64
64;64;64;84
86;88;94;86
76;92;103;95
87;64;64;80
111;52;68;103
95;64;76;111
79;64;72;100
102;92;72;66
79;95;95;80
76;72;64;56
62;52;52;48
64;92;52;44
56;64;76;87
88;95;77;54
56;62;87;76
56;52;48;64
68;72;78;95
95;95;102;108
110;111;111;111
95;72;88;100
108;108;104;111
119;119;119;100
84;84;100;100
108;111;119;119
124;111;86;87
76;80;72;64
72;92;111;95
111;111;95;95
79;76;68;68
88;111;111;111
119;116;108;100
88;118;95;72
92;100;100;102
100;110;96;80
84;111;111;111
111;119;100;84
80;88;92;80
84;92;103;103
111;111;70;72
96;111;70;68
80;100;108;111
111;64;64;64
80;111;68;64
64;88;107;111
111;106;111;111
104;108;92;80
84;84;84;72
68;64;68;95
95;95;76;68
64;76;76;68
84;95;95;103
100;100;84;68
64;64;64;72
80;76;64;48
48;48;48;64
90;40;48;64
87;79;87;95
95;95;79;64
102;87;64;64
72;109;95;95
95;111;111;104
96;111;111;100
96;80;76;95
93;68;64;72
92;102;92;103
111;95;64;88
111;71;64;64
64;76;92;94
94;92;84;103
111;111;111;111
119;95;72;100
100;100;96;88
88;92;92;76
76;64;52;64
64;64;64;52
64;84;87;84
64;68;68;64
68;84;95;79
71;79;87;103
95;87;64;76
100;111;71;64
84;103;100;92
80;84;109;95
103;79;64;100
111;68;64;68
92;111;79;64
92;111;111;111
111;111;119;119
108;96;92;116
119;111;111;72
96;116;111;104
102;110;119;119
103;94;95;111
111;78;80;96
114;111;95;72
84;96;102;92
100;111;111;95
68;84;102;111
119;93;72;80
104;102;100;100
88;88;102;111
111;64;72;92
111;78;64;84
104;78;64;72
96;110;108;84
64;64;64;64
68;80;92;95
95;103;95;111
100;84;68;68
100;79;64;76
95;111;95;74
72;111;64;80
108;95;95;95
87;68;72;84
100;111;111;110
100;88;72;72
103;111;96;108
111;108;96;80
80;111;79;64
72;92;100;100
88;84;111;111
111;79;68;68
80;88;94;94
88;88;92;92
94;108;95;87
64;80;92;111
111;95;95;87
64;80;88;84
80;108;111;87
64;84;96;102
102;111;111;92
100;95;64;80
100;111;95;79
64;92;111;95
87;72;92;96
84;72;64;64
84;72;64;68
72;76;84;64
64;86;92;95
95;95;48;64
84;95;95;95
87;70;64;80
102;103;84;92
84;102;111;95
95;95;111;110
104;104;104;111
111;79;68;80
108;111;84;68
104;111;111;119
111;111;72;96
119;111;103;111
111;127;116;110
124;90;88;96
100;104;119;119
119;127;108;88
88;100;96;92
88;111;111;111
116;119;104;100
116;103;76;76
96;119;111;87
68;80;108;103
95;87;64;76
108;111;95;95
95;111;119;119
119;124;126;127
124;127;127;127
127;127;127;127
127;116;100;100
100;122;119;118
127;125;96;111
88;76;72;84
100;100;100;92
100;111;79;64
76;80;88;102
100;102;111;64
76;92;109;111
111;100;80;72
80;100;111;111
93;95;87;84
64;88;111;95
64;80;92;92
96;86;64;64
64;80;84;102
95;52;68;68
72;95;87;66
64;103;95;95
76;64;64;72
84;100;111;109
111;84;68;72
95;103;111;108
88;88;96;111
79;64;76;76
88;103;94;72
64;64;76;95
95;95;84;72
72;95;95;95
88;92;108;79
64;64;64;80
95;103;103;111
100;108;96;80
68;72;76;84
95;103;71;64
80;107;103;103
96;108;108;111
111;111;87;68
84;80;64;64
52;64;64;84
103;63;64;92
103;87;56;68
100;95;64;64
80;92;95;109
103;64;68;96
111;95;87;95
95;68;68;64
80;84;80;76
84;86;102;103
108;108;88;68
64;68;94;95
95;111;76;64
76;84;95;109
111;104;100;88
80;88;84;76
76;111;95;64
64;80;102;94
92;80;72;68
92;95;52;64
111;95;95;103
111;108;92;80
119;111;111;110
108;127;84;80
118;111;111;95
84;76;72;80
80;96;111;103
79;95;68;64
100;95;68;64
92;103;95;77
72;100;102;109
92;88;111;95
95;95;111;88
72;68;64;64
64;84;88;100
95;71;64;64
92;103;111;111
95;95;79;64
80;119;95;79
78;76;64;88
92;96;106;96
88;111;111;111
104;84;68;76
80;110;111;111
111;119;108;96
88;104;111;126
111;119;127;111
80;127;119;87
80;84;96;108
119;111;87;72
88;127;95;68
80;92;119;95
79;91;95;76
80;104;111;111
119;119;119;116
108;100;92;80
88;92;100;96
96;80;72;72
80;80;84;76
64;64;68;84
95;95;88;64
52;92;87;48
72;95;95;95
87;64;80;92
80;100;94;80
72;64;52;52
68;95;79;52
64;64;68;92
95;95;95;95
64;64;84;76
80;100;95;79
64;76;108;95
64;74;95;108
100;96;100;108
111;111;110;102
88;92;102;111
111;111;96;100
100;88;72;64
64;103;110;102
92;76;64;64
64;56;52;72
103;79;52;52
92;94;86;92
103;100;96;104
111;111;111;95
93;80;100;116
118;108;96;102
119;95;68;88
104;100;100;96
84;92;100;111
111;111;95;70
76;110;111;111
92;96;96;88
72;72;80;84
100;111;95;95
111;100;88;84
102;103;76;64
68;80;88;100
103;108;111;111
95;68;68;80
106;111;95;95
111;111;91;72
88;111;119;95
72;68;92;119
111;111;111;111
76;88;104;110
119;111;72;84
100;110;96;84
84;111;79;71
68;64;80;109
111;95;103;119
108;119;119;111
111;111;86;80
108;103;80;100
100;100;84;88
