## File generated by myo_cap software 
## Available from github.com/ddantas/myo_cap 
## Timestamp: 2019-02-04_16-14-40 
##  
## EMG capture settings 
##  
# sampleRate: 2000 
# channelsPerBoard: 4 
# nBoards: 1 
# bitsPerSample: 12 
# ch/%d;%d;%d;%d;lp/%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
0;0;0;0;79;78;78;88;89;89;86;87;87;81;83;83;59;79;79;
