# 1 - thumb
hand_open;1000
1th_curl;1000
hand_open;1000
1th_curl;1000
hand_open;1000
1th_curl;1000
hand_open;1000
1th_curl;1000
hand_open;1000
1th_curl;1000
hand_open;1000
1th_curl;1000
hand_open;1000
1th_curl;1000
hand_open;1000
1th_curl;1000
hand_open;1000
1th_curl;1000
hand_open;1000
1th_curl;1000
hand_open;1000
1th_curl;1000
hand_open;1000
1th_curl;1000
# 2 - indicator
hand_open;1000
2in_curl;1000
hand_open;1000
2in_curl;1000
hand_open;1000
2in_curl;1000
hand_open;1000
2in_curl;1000
hand_open;1000
2in_curl;1000
hand_open;1000
2in_curl;1000
hand_open;1000
2in_curl;1000
hand_open;1000
2in_curl;1000
hand_open;1000
2in_curl;1000
hand_open;1000
2in_curl;1000
hand_open;1000
2in_curl;1000
hand_open;1000
2in_curl;1000
# 3 - middle
hand_open;1000
3md_curl;1000
hand_open;1000
3md_curl;1000
hand_open;1000
3md_curl;1000
hand_open;1000
3md_curl;1000
hand_open;1000
3md_curl;1000
hand_open;1000
3md_curl;1000
hand_open;1000
3md_curl;1000
hand_open;1000
3md_curl;1000
hand_open;1000
3md_curl;1000
hand_open;1000
3md_curl;1000
hand_open;1000
3md_curl;1000
hand_open;1000
3md_curl;1000
# 4 - anular
hand_open;1000
4an_curl;1000
hand_open;1000
4an_curl;1000
hand_open;1000
4an_curl;1000
hand_open;1000
4an_curl;1000
hand_open;1000
4an_curl;1000
hand_open;1000
4an_curl;1000
hand_open;1000
4an_curl;1000
hand_open;1000
4an_curl;1000
hand_open;1000
4an_curl;1000
hand_open;1000
4an_curl;1000
hand_open;1000
4an_curl;1000
hand_open;1000
4an_curl;1000
# 5 - minimum
hand_open;1000
5mn_curl;1000
hand_open;1000
5mn_curl;1000
hand_open;1000
5mn_curl;1000
hand_open;1000
5mn_curl;1000
hand_open;1000
5mn_curl;1000
hand_open;1000
5mn_curl;1000
hand_open;1000
5mn_curl;1000
hand_open;1000
5mn_curl;1000
hand_open;1000
5mn_curl;1000
hand_open;1000
5mn_curl;1000
hand_open;1000
5mn_curl;1000
hand_open;1000
5mn_curl;1000
